IP,Hostname,Port,Port Protocol,CVSS,Severity,QoD,Solution Type,NVT Name,Summary,Specific Result,NVT OID,CVEs,Task ID,Task Name,Timestamp,Result ID,Impact,Solution,Affected Software/OS,Vulnerability Insight,Vulnerability Detection Method,Product Detection Result,BIDs,CERTs,Other References
192.168.100.28,,80,tcp,9.8,High,95,"VendorFix","PHP < 5.3.13, 5.4.x < 5.4.3 Multiple Vulnerabilities - Active Check","PHP is prone to multiple vulnerabilities.","By doing the following HTTP POST request:

""HTTP POST"" body : <?php phpinfo();?>
URL              : http://192.168.100.28/cgi-bin/php?%2D%64+%61%6C%6C%6F%77%5F%75%72%6C%5F%69%6E%63%6C%75%64%65%3D%6F%6E+%2D%64+%73%61%66%65%5F%6D%6F%64%65%3D%6F%66%66+%2D%64+%73%75%68%6F%73%69%6E%2E%73%69%6D%75%6C%61%74%69%6F%6E%3D%6F%6E+%2D%64+%64%69%73%61%62%6C%65%5F%66%75%6E%63%74%69%6F%6E%73%3D%22%22+%2D%64+%6F%70%65%6E%5F%62%61%73%65%64%69%72%3D%6E%6F%6E%65+%2D%64+%61%75%74%6F%5F%70%72%65%70%65%6E%64%5F%66%69%6C%65%3D%70%68%70%3A%2F%2F%69%6E%70%75%74+%2D%64+%63%67%69%2E%66%6F%72%63%65%5F%72%65%64%69%72%65%63%74%3D%30+%2D%64+%63%67%69%2E%72%65%64%69%72%65%63%74%5F%73%74%61%74%75%73%5F%65%6E%76%3D%30+%2D%6E

it was possible to execute the ""<?php phpinfo();?>"" command.

Result:
  <title>phpinfo()</title><meta name=""ROBOTS"" content=""NOINDEX,NOFOLLOW,NOARCHIVE"" /></head>
  <tr><td class=""e"">Configuration File (php.ini) Path </td><td class=""v"">/etc/php5/cgi </td></tr>
  <h2>PHP Variables</h2>
",1.3.6.1.4.1.25623.1.0.103482,"CVE-2012-1823,CVE-2012-2311,CVE-2012-2336,CVE-2012-2335",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,c59142d9-dc95-4564-9fd8-bdf068d4f507,"Exploiting this issue allows remote attackers to view the source
  code of files in the context of the server process. This may allow the attacker to obtain
  sensitive information and to run arbitrary PHP code on the affected computer. Other attacks are
  also possible.","Update to version 5.3.13, 5.4.3 or later.","PHP versions prior to 5.3.13 and 5.4.x prior to 5.4.3.","When PHP is used in a CGI-based setup (such as Apache's
  mod_cgid), the php-cgi receives a processed query string parameter as command line arguments which
  allows command-line switches, such as -s, -d or -c to be passed to the php-cgi binary, which can
  be exploited to disclose source code and obtain arbitrary code execution.

  An example of the -s command, allowing an attacker to view the source code of index.php is below:

  http://example.com/index.php?-s","Send multiple a crafted HTTP POST requests and checks the
  responses.

  This script checks for the presence of CVE-2012-1823 which indicates that the system is also
  vulnerable against the other included CVEs.
Details:
PHP < 5.3.13, 5.4.x < 5.4.3 Multiple Vulnerabilities - Active Check
(OID: 1.3.6.1.4.1.25623.1.0.103482)
Version used: 2024-07-17T05:05:38Z
","","","DFN-CERT-2013-1494,DFN-CERT-2012-1316,DFN-CERT-2012-1276,DFN-CERT-2012-1268,DFN-CERT-2012-1267,DFN-CERT-2012-1266,DFN-CERT-2012-1173,DFN-CERT-2012-1101,DFN-CERT-2012-0994,DFN-CERT-2012-0993,DFN-CERT-2012-0992,DFN-CERT-2012-0920,DFN-CERT-2012-0915,DFN-CERT-2012-0914,DFN-CERT-2012-0913,DFN-CERT-2012-0907,DFN-CERT-2012-0906,DFN-CERT-2012-0900,DFN-CERT-2012-0880,DFN-CERT-2012-0878",""
192.168.100.28,,80,tcp,0.0,Log,80,"","PHP Detection (HTTP)","HTTP based detection of PHP.","Detected PHP

Version:       5.2.4
Location:      80/tcp
CPE:           cpe:/a:php:php:5.2.4

Concluded from version/product identification result:
X-Powered-By: PHP/5.2.4-2ubuntu5.10

",1.3.6.1.4.1.25623.1.0.800109,"",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,9d419b30-b7ff-4fea-a86c-3c490d23ae8f,"","","","","
Details:
PHP Detection (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.800109)
Version used: 2024-06-12T05:05:44Z
","","","",""
192.168.100.31,,80,tcp,0.0,Log,80,"","PHP Detection (HTTP)","HTTP based detection of PHP.","Detected PHP

Version:       5.4.45
Location:      80/tcp
CPE:           cpe:/a:php:php:5.4.45

Concluded from version/product identification result:
X-Powered-By: PHP/5.4.45-0+deb7u14

",1.3.6.1.4.1.25623.1.0.800109,"",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,b90322e3-93a5-40df-9f02-d8e23230e244,"","","","","
Details:
PHP Detection (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.800109)
Version used: 2024-06-12T05:05:44Z
","","","",""
192.168.100.6,,80,tcp,0.0,Log,80,"","PHP Detection (HTTP)","HTTP based detection of PHP.","Detected PHP

Version:       5.2.4
Location:      80/tcp
CPE:           cpe:/a:php:php:5.2.4

Concluded from version/product identification result:
X-Powered-By: PHP/5.2.4-2ubuntu5.10

",1.3.6.1.4.1.25623.1.0.800109,"",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,3e3a6d1f-4909-413c-bae8-56eda5546443,"","","","","
Details:
PHP Detection (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.800109)
Version used: 2024-06-12T05:05:44Z
","","","",""
192.168.100.28,,80,tcp,5.3,Medium,80,"Workaround","phpinfo() Output Reporting (HTTP)","Reporting of files containing the output of the phpinfo() PHP
  function previously detected via HTTP.","The following files are calling the function phpinfo() which disclose potentially sensitive information:

http://192.168.100.28/mutillidae/phpinfo.php
Concluded from:
  <title>phpinfo()</title><meta name=""ROBOTS"" content=""NOINDEX,NOFOLLOW,NOARCHIVE"" /></head>
  <tr><td class=""e"">Configuration File (php.ini) Path </td><td class=""v"">/etc/php5/cgi </td></tr>
  <h2>PHP Variables</h2>
http://192.168.100.28/phpinfo.php
Concluded from:
  <title>phpinfo()</title><meta name=""ROBOTS"" content=""NOINDEX,NOFOLLOW,NOARCHIVE"" /></head>
  <tr><td class=""e"">Configuration File (php.ini) Path </td><td class=""v"">/etc/php5/cgi </td></tr>
  <h2>PHP Variables</h2>
",1.3.6.1.4.1.25623.1.0.11229,"CVE-2008-0149,CVE-2023-49282,CVE-2023-49283",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,9bc2b924-ab4f-41f9-b8ce-71f0e7f03090,"Some of the information that can be gathered from this file includes:

  The username of the user running the PHP process, if it is a sudo user, the IP address of the host, the web server
  version, the system version (Unix, Linux, Windows, ...), and the root directory of the web server.","Delete the listed files or restrict access to them.","All systems exposing a file containing the output of the
  phpinfo() PHP function.

  This VT is also reporting if an affected endpoint for the following products have been identified:

  - CVE-2008-0149: TUTOS

  - CVE-2023-49282, CVE-2023-49283: Microsoft Graph PHP SDK","Many PHP installation tutorials instruct the user to create a
  file called phpinfo.php or similar containing the phpinfo() statement. Such a file is often left
  back in the webserver directory.","This script reports files identified by the following separate
  VT: 'phpinfo() Output Detection (HTTP)' (OID: 1.3.6.1.4.1.25623.1.0.108474).
Details:
phpinfo() Output Reporting (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.11229)
Version used: 2023-12-14T08:20:35Z
","","","",""
192.168.100.6,,80,tcp,5.3,Medium,80,"Workaround","phpinfo() Output Reporting (HTTP)","Reporting of files containing the output of the phpinfo() PHP
  function previously detected via HTTP.","The following files are calling the function phpinfo() which disclose potentially sensitive information:

http://192.168.100.6/mutillidae/phpinfo.php
Concluded from:
  <title>phpinfo()</title><meta name=""ROBOTS"" content=""NOINDEX,NOFOLLOW,NOARCHIVE"" /></head>
  <tr><td class=""e"">Configuration File (php.ini) Path </td><td class=""v"">/etc/php5/cgi </td></tr>
  <h2>PHP Variables</h2>
http://192.168.100.6/phpinfo.php
Concluded from:
  <title>phpinfo()</title><meta name=""ROBOTS"" content=""NOINDEX,NOFOLLOW,NOARCHIVE"" /></head>
  <tr><td class=""e"">Configuration File (php.ini) Path </td><td class=""v"">/etc/php5/cgi </td></tr>
  <h2>PHP Variables</h2>
",1.3.6.1.4.1.25623.1.0.11229,"CVE-2008-0149,CVE-2023-49282,CVE-2023-49283",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,f913f283-c192-4fbb-a5ef-6aaee14acd03,"Some of the information that can be gathered from this file includes:

  The username of the user running the PHP process, if it is a sudo user, the IP address of the host, the web server
  version, the system version (Unix, Linux, Windows, ...), and the root directory of the web server.","Delete the listed files or restrict access to them.","All systems exposing a file containing the output of the
  phpinfo() PHP function.

  This VT is also reporting if an affected endpoint for the following products have been identified:

  - CVE-2008-0149: TUTOS

  - CVE-2023-49282, CVE-2023-49283: Microsoft Graph PHP SDK","Many PHP installation tutorials instruct the user to create a
  file called phpinfo.php or similar containing the phpinfo() statement. Such a file is often left
  back in the webserver directory.","This script reports files identified by the following separate
  VT: 'phpinfo() Output Detection (HTTP)' (OID: 1.3.6.1.4.1.25623.1.0.108474).
Details:
phpinfo() Output Reporting (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.11229)
Version used: 2023-12-14T08:20:35Z
","","","",""
192.168.100.28,,80,tcp,0.0,Log,80,"","phpMyAdmin Detection (HTTP)","HTTP based detection of phpMyAdmin.","Detected phpMyAdmin

Version:       3.1.1
Location:      /phpMyAdmin
CPE:           cpe:/a:phpmyadmin:phpmyadmin:3.1.1

Concluded from version/product identification result:
Version 3.1.1

Concluded from version/product identification location:
  http://192.168.100.28/phpMyAdmin/index.php
  http://192.168.100.28/phpMyAdmin/README

Extra information:
- Protected by Username/Password
",1.3.6.1.4.1.25623.1.0.900129,"",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,40be7ffd-f8cc-4c33-b28d-567511b86533,"","","","","
Details:
phpMyAdmin Detection (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.900129)
Version used: 2024-02-19T14:37:31Z
","","","",""
192.168.100.6,,80,tcp,0.0,Log,80,"","phpMyAdmin Detection (HTTP)","HTTP based detection of phpMyAdmin.","Detected phpMyAdmin

Version:       3.1.1
Location:      /phpMyAdmin
CPE:           cpe:/a:phpmyadmin:phpmyadmin:3.1.1

Concluded from version/product identification result:
Version 3.1.1

Concluded from version/product identification location:
  http://192.168.100.6/phpMyAdmin/index.php
  http://192.168.100.6/phpMyAdmin/README

Extra information:
- Protected by Username/Password
",1.3.6.1.4.1.25623.1.0.900129,"",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,f6a94c56-da0e-4498-8a35-64288c6b1b6f,"","","","","
Details:
phpMyAdmin Detection (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.900129)
Version used: 2024-02-19T14:37:31Z
","","","",""
192.168.100.28,,80,tcp,4.3,Medium,99,"WillNotFix","phpMyAdmin error.php Cross Site Scripting Vulnerability","phpMyAdmin is prone to a cross-site scripting (XSS) vulnerability.","Vulnerability was detected according to the Vulnerability Detection Method.",1.3.6.1.4.1.25623.1.0.801660,"CVE-2010-4480",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,16d5f72a-511a-4426-9a79-c6f4503c0e4c,"Successful exploitation will allow attackers to inject arbitrary
HTML code within the error page and conduct phishing attacks.","No known solution was made available for at least one year since the disclosure
  of this vulnerability. Likely none will be provided anymore. General solution options are to upgrade to a newer
  release, disable respective features, remove the product or replace the product by another one.","phpMyAdmin version 3.3.8.1 and prior.","The flaw is caused by input validation errors in the 'error.php'
script when processing crafted BBcode tags containing '@' characters, which
could allow attackers to inject arbitrary HTML code within the error page
and conduct phishing attacks.","
Details:
phpMyAdmin 'error.php' Cross Site Scripting Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.801660)
Version used: 2023-10-17T05:05:34Z
","","","DFN-CERT-2011-0467,DFN-CERT-2011-0451,DFN-CERT-2011-0016,DFN-CERT-2011-0002",""
192.168.100.6,,80,tcp,4.3,Medium,99,"WillNotFix","phpMyAdmin error.php Cross Site Scripting Vulnerability","phpMyAdmin is prone to a cross-site scripting (XSS) vulnerability.","Vulnerability was detected according to the Vulnerability Detection Method.",1.3.6.1.4.1.25623.1.0.801660,"CVE-2010-4480",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,79a65223-4c13-4053-8dd3-39c3a2bc996d,"Successful exploitation will allow attackers to inject arbitrary
HTML code within the error page and conduct phishing attacks.","No known solution was made available for at least one year since the disclosure
  of this vulnerability. Likely none will be provided anymore. General solution options are to upgrade to a newer
  release, disable respective features, remove the product or replace the product by another one.","phpMyAdmin version 3.3.8.1 and prior.","The flaw is caused by input validation errors in the 'error.php'
script when processing crafted BBcode tags containing '@' characters, which
could allow attackers to inject arbitrary HTML code within the error page
and conduct phishing attacks.","
Details:
phpMyAdmin 'error.php' Cross Site Scripting Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.801660)
Version used: 2023-10-17T05:05:34Z
","","","DFN-CERT-2011-0467,DFN-CERT-2011-0451,DFN-CERT-2011-0016,DFN-CERT-2011-0002",""
192.168.100.6,,1524,tcp,10.0,High,99,"Workaround","Possible Backdoor: Ingreslock","A backdoor is installed on the remote host.","The service is answering to an 'id;' command with the following response: uid=0(root) gid=0(root)
",1.3.6.1.4.1.25623.1.0.103549,"",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,0953b38f-67c9-4a16-96bd-d3e86b2068dd,"Attackers can exploit this issue to execute arbitrary commands in the
  context of the application. Successful attacks will compromise the affected isystem.","A whole cleanup of the infected system is recommended.","","","
Details:
Possible Backdoor: Ingreslock
(OID: 1.3.6.1.4.1.25623.1.0.103549)
Version used: 2023-07-25T05:05:58Z
","","","",""
192.168.100.28,,1524,tcp,10.0,High,99,"Workaround","Possible Backdoor: Ingreslock","A backdoor is installed on the remote host.","The service is answering to an 'id;' command with the following response: uid=0(root) gid=0(root)
",1.3.6.1.4.1.25623.1.0.103549,"",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,687dfc9a-7a84-4400-8cc3-d377ee1c2756,"Attackers can exploit this issue to execute arbitrary commands in the
  context of the application. Successful attacks will compromise the affected isystem.","A whole cleanup of the infected system is recommended.","","","
Details:
Possible Backdoor: Ingreslock
(OID: 1.3.6.1.4.1.25623.1.0.103549)
Version used: 2023-07-25T05:05:58Z
","","","",""
192.168.100.6,,25,tcp,0.0,Log,80,"","Postfix SMTP Server Detection (SMTP)","SMTP based detection of Postfix.","Detected Postfix

Version:       unknown
Location:      25/tcp
CPE:           cpe:/a:postfix:postfix

Concluded from version/product identification result:
220 metasploitable.localdomain ESMTP Postfix (Ubuntu)
",1.3.6.1.4.1.25623.1.0.111086,"",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,513fd77f-ce18-4174-896f-809aaf7419a4,"","","","","
Details:
Postfix SMTP Server Detection (SMTP)
(OID: 1.3.6.1.4.1.25623.1.0.111086)
Version used: 2024-01-12T05:05:56Z
","","","",""
192.168.100.28,,25,tcp,0.0,Log,80,"","Postfix SMTP Server Detection (SMTP)","SMTP based detection of Postfix.","Detected Postfix

Version:       unknown
Location:      25/tcp
CPE:           cpe:/a:postfix:postfix

Concluded from version/product identification result:
220 metasploitable.localdomain ESMTP Postfix (Ubuntu)
",1.3.6.1.4.1.25623.1.0.111086,"",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,70d324ad-7eb8-412b-bdbd-66f96fc4767a,"","","","","
Details:
Postfix SMTP Server Detection (SMTP)
(OID: 1.3.6.1.4.1.25623.1.0.111086)
Version used: 2024-01-12T05:05:56Z
","","","",""
192.168.100.28,,5432,tcp,9.0,High,99,"Mitigation","PostgreSQL Default Credentials (PostgreSQL Protocol)","It was possible to login into the remote PostgreSQL as user
  postgres using weak credentials.","It was possible to login as user postgres with password ""postgres"".


",1.3.6.1.4.1.25623.1.0.103552,"",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,655e79e2-a0f7-4048-891b-db87b47a8fd8,"","Change the password as soon as possible.","","","
Details:
PostgreSQL Default Credentials (PostgreSQL Protocol)
(OID: 1.3.6.1.4.1.25623.1.0.103552)
Version used: 2024-07-19T15:39:06Z
","Product: cpe:/a:postgresql:postgresql:8.3.1
Method: PostgreSQL Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.128025)
","","",""
192.168.100.6,,5432,tcp,9.0,High,99,"Mitigation","PostgreSQL Default Credentials (PostgreSQL Protocol)","It was possible to login into the remote PostgreSQL as user
  postgres using weak credentials.","It was possible to login as user postgres with password ""postgres"".


",1.3.6.1.4.1.25623.1.0.103552,"",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,4cd6f273-7370-4702-8c90-0ff2d0565cbb,"","Change the password as soon as possible.","","","
Details:
PostgreSQL Default Credentials (PostgreSQL Protocol)
(OID: 1.3.6.1.4.1.25623.1.0.103552)
Version used: 2024-07-19T15:39:06Z
","Product: cpe:/a:postgresql:postgresql:8.3.1
Method: PostgreSQL Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.128025)
","","",""
192.168.100.6,,,,0.0,Log,80,"","PostgreSQL Detection Consolidation","Consolidation of PostgreSQL detections.","Detected PostgreSQL

Version:       8.3.1
Location:      5432/tcp
CPE:           cpe:/a:postgresql:postgresql:8.3.1

Concluded from version/product identification result:
select version(); query result: T versionDg]PostgreSQL 8.3.1 on i486-pc-linux-gnu, compiled by GCC cc (GCC) 4.2.3 (Ubuntu 4.2.3-2ubuntu4)CSELECTZI
",1.3.6.1.4.1.25623.1.0.128025,"",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,93264478-c019-497d-8622-5d3ffdae760c,"","","","","
Details:
PostgreSQL Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.128025)
Version used: 2024-07-19T05:05:32Z
","","","",""
192.168.100.28,,,,0.0,Log,80,"","PostgreSQL Detection Consolidation","Consolidation of PostgreSQL detections.","Detected PostgreSQL

Version:       8.3.1
Location:      5432/tcp
CPE:           cpe:/a:postgresql:postgresql:8.3.1

Concluded from version/product identification result:
select version(); query result: T versionDg]PostgreSQL 8.3.1 on i486-pc-linux-gnu, compiled by GCC cc (GCC) 4.2.3 (Ubuntu 4.2.3-2ubuntu4)CSELECTZI
",1.3.6.1.4.1.25623.1.0.128025,"",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,5c65dc08-eea7-489c-8c06-275b12bdd815,"","","","","
Details:
PostgreSQL Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.128025)
Version used: 2024-07-19T05:05:32Z
","","","",""
192.168.100.6,,5432,tcp,0.0,Log,80,"","PostgreSQL Detection (TCP)","TCP based detection of PostgreSQL.","A PostgreSQL service has been identified on this port.
",1.3.6.1.4.1.25623.1.0.100151,"",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,6ca10c6d-0edf-4125-9fca-8e178e314ef9,"","","","","The script sends a connection request to the server
  (user:postgres, DB:postgres) and attempts to extract the version number from the reply.
Details:
PostgreSQL Detection (TCP)
(OID: 1.3.6.1.4.1.25623.1.0.100151)
Version used: 2024-07-22T05:05:40Z
","","","",""
192.168.100.28,,5432,tcp,0.0,Log,80,"","PostgreSQL Detection (TCP)","TCP based detection of PostgreSQL.","A PostgreSQL service has been identified on this port.
",1.3.6.1.4.1.25623.1.0.100151,"",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,3b07d3d6-bf46-4d43-b455-881354e6effc,"","","","","The script sends a connection request to the server
  (user:postgres, DB:postgres) and attempts to extract the version number from the reply.
Details:
PostgreSQL Detection (TCP)
(OID: 1.3.6.1.4.1.25623.1.0.100151)
Version used: 2024-07-22T05:05:40Z
","","","",""
192.168.100.28,,2121,tcp,0.0,Log,80,"","ProFTPD Server Version Detection (Remote)","This script detects the installed version of ProFTP Server.","Detected ProFTPD

Version:       1.3.1
Location:      2121/tcp
CPE:           cpe:/a:proftpd:proftpd:1.3.1

Concluded from version/product identification result:
220 ProFTPD 1.3.1 Server (Debian) [::ffff:192.168.100.28]
",1.3.6.1.4.1.25623.1.0.900815,"",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,9aa2d819-d877-432e-87ff-5b4d35be64e2,"","","","","
Details:
ProFTPD Server Version Detection (Remote)
(OID: 1.3.6.1.4.1.25623.1.0.900815)
Version used: 2021-09-01T14:04:04Z
","","","",""
192.168.100.6,,2121,tcp,0.0,Log,80,"","ProFTPD Server Version Detection (Remote)","This script detects the installed version of ProFTP Server.","Detected ProFTPD

Version:       1.3.1
Location:      2121/tcp
CPE:           cpe:/a:proftpd:proftpd:1.3.1

Concluded from version/product identification result:
220 ProFTPD 1.3.1 Server (Debian) [::ffff:192.168.100.6]
",1.3.6.1.4.1.25623.1.0.900815,"",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,d5a62bd8-3c47-416e-a687-f9ed62c2b3a1,"","","","","
Details:
ProFTPD Server Version Detection (Remote)
(OID: 1.3.6.1.4.1.25623.1.0.900815)
Version used: 2021-09-01T14:04:04Z
","","","",""
192.168.100.6,,80,tcp,5.0,Medium,99,"WillNotFix","QWikiwiki directory traversal vulnerability","The remote host is running QWikiwiki, a Wiki application written in PHP.

  The remote version of this software contains a validation input flaw which may allow an attacker
  to use it to read arbitrary files on the remote host with the privileges of the web server.","Vulnerable URL: http://192.168.100.6/mutillidae/index.php?page=../../../../../../../../../../../etc/passwd%00
",1.3.6.1.4.1.25623.1.0.16100,"CVE-2005-0283",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,850bad4d-e5b2-4cee-b34b-c4d99ce111b4,"","No known solution was made available for at least one year since the disclosure
  of this vulnerability. Likely none will be provided anymore. General solution options are to upgrade to a newer
  release, disable respective features, remove the product or replace the product by another one.","","","
Details:
QWikiwiki directory traversal vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.16100)
Version used: 2023-12-13T05:05:23Z
","","","",""
192.168.100.28,,80,tcp,5.0,Medium,99,"WillNotFix","QWikiwiki directory traversal vulnerability","The remote host is running QWikiwiki, a Wiki application written in PHP.

  The remote version of this software contains a validation input flaw which may allow an attacker
  to use it to read arbitrary files on the remote host with the privileges of the web server.","Vulnerable URL: http://192.168.100.28/mutillidae/index.php?page=../../../../../../../../../../../etc/passwd%00
",1.3.6.1.4.1.25623.1.0.16100,"CVE-2005-0283",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,5425021b-09bd-4ea3-b462-a3d48c801f68,"","No known solution was made available for at least one year since the disclosure
  of this vulnerability. Likely none will be provided anymore. General solution options are to upgrade to a newer
  release, disable respective features, remove the product or replace the product by another one.","","","
Details:
QWikiwiki directory traversal vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.16100)
Version used: 2023-12-13T05:05:23Z
","","","",""
192.168.100.28,,512,tcp,0.0,Log,80,"","rexec Detection","This remote host is running a rexec service.","The rexec service is not allowing connections from this host.
",1.3.6.1.4.1.25623.1.0.113763,"",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,05177458-b149-4cfa-9239-fb889ccaa427,"","","","","
Details:
rexec Detection
(OID: 1.3.6.1.4.1.25623.1.0.113763)
Version used: 2023-07-28T16:09:07Z
","","","",""
192.168.100.6,,512,tcp,0.0,Log,80,"","rexec Detection","This remote host is running a rexec service.","The rexec service is not allowing connections from this host.
",1.3.6.1.4.1.25623.1.0.113763,"",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,0832a297-4c90-44be-8c9b-bda24f63e202,"","","","","
Details:
rexec Detection
(OID: 1.3.6.1.4.1.25623.1.0.113763)
Version used: 2023-07-28T16:09:07Z
","","","",""
192.168.100.28,,513,tcp,10.0,High,80,"Mitigation","rlogin Passwordless Login","The rlogin service allows root access without a password.","It was possible to gain root access without a password.
",1.3.6.1.4.1.25623.1.0.113766,"",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,f417b16c-cd0a-4d70-8a55-ca935761de38,"This vulnerability allows an attacker to gain
  complete control over the target system.","Disable the rlogin service and use alternatives like SSH instead.","","","Checks if a vulnerable version is present on the target host.
Details:
rlogin Passwordless Login
(OID: 1.3.6.1.4.1.25623.1.0.113766)
Version used: 2020-09-30T09:30:12Z
","","","",""
192.168.100.6,,513,tcp,10.0,High,80,"Mitigation","rlogin Passwordless Login","The rlogin service allows root access without a password.","It was possible to gain root access without a password.
",1.3.6.1.4.1.25623.1.0.113766,"",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,8b0bf78d-894a-4818-a4ba-06eba9dd567e,"This vulnerability allows an attacker to gain
  complete control over the target system.","Disable the rlogin service and use alternatives like SSH instead.","","","Checks if a vulnerable version is present on the target host.
Details:
rlogin Passwordless Login
(OID: 1.3.6.1.4.1.25623.1.0.113766)
Version used: 2020-09-30T09:30:12Z
","","","",""
192.168.100.28,,1099,tcp,0.0,Log,80,"","RMI Registry Service Detection","Detection of a Remote Method Invocation (RMI) registry
  service.","A RMI registry service is running at this port
",1.3.6.1.4.1.25623.1.0.105839,"",89757f08-dfa0-448c-a3c4-f3708aeaa451,"dasssd",2024-08-28T11:17:47Z,cc1ab56a-876a-49c3-a995-eed1ecf7cc0c,"","","","","
Details:
RMI Registry Service Detection
(OID: 1.3.6.1.4.1.25623.1.0.105839)
Version used: 2022-12-21T10:12:09Z
","","","",""
