IP,Hostname,Port,Port Protocol,CVSS,Severity,QoD,Solution Type,NVT Name,Summary,Specific Result,NVT OID,CVEs,Task ID,Task Name,Timestamp,Result ID,Impact,Solution,Affected Software/OS,Vulnerability Insight,Vulnerability Detection Method,Product Detection Result,BIDs,CERTs,Other References
192.168.100.28,,80,tcp,5.0,Medium,99,"WillNotFix","awiki <= 20100125 Multiple LFI Vulnerabilities - Active Check","awiki is prone to multiple local file include (LFI)
  vulnerabilities because it fails to properly sanitize user-supplied input.","Vulnerable URL: http://192.168.100.28/mutillidae/index.php?page=/etc/passwd
",1.3.6.1.4.1.25623.1.0.103210,"",810b337a-14ad-440e-9788-3eea6d9715a6,"please1",2024-08-27T06:38:50Z,54b8ba45-225d-4908-b154-2873cef6e178,"An attacker can exploit this vulnerability to obtain potentially
  sensitive information and execute arbitrary local scripts in the context of the webserver
  process. This may allow the attacker to compromise the application and the host.","No known solution was made available for at least one year
  since the disclosure of this vulnerability. Likely none will be provided anymore. General
  solution options are to upgrade to a newer release, disable respective features, remove the
  product or replace the product by another one.","awiki version 20100125 and prior.","","Sends a crafted HTTP GET request and checks the response.
Details:
awiki <= 20100125 Multiple LFI Vulnerabilities - Active Check
(OID: 1.3.6.1.4.1.25623.1.0.103210)
Version used: 2023-12-13T05:05:23Z
","","","",""
192.168.100.6,,80,tcp,5.0,Medium,99,"WillNotFix","awiki <= 20100125 Multiple LFI Vulnerabilities - Active Check","awiki is prone to multiple local file include (LFI)
  vulnerabilities because it fails to properly sanitize user-supplied input.","Vulnerable URL: http://192.168.100.6/mutillidae/index.php?page=/etc/passwd
",1.3.6.1.4.1.25623.1.0.103210,"",810b337a-14ad-440e-9788-3eea6d9715a6,"please1",2024-08-27T06:38:50Z,030f9980-c92a-4c4a-bc3c-07558710e7ed,"An attacker can exploit this vulnerability to obtain potentially
  sensitive information and execute arbitrary local scripts in the context of the webserver
  process. This may allow the attacker to compromise the application and the host.","No known solution was made available for at least one year
  since the disclosure of this vulnerability. Likely none will be provided anymore. General
  solution options are to upgrade to a newer release, disable respective features, remove the
  product or replace the product by another one.","awiki version 20100125 and prior.","","Sends a crafted HTTP GET request and checks the response.
Details:
awiki <= 20100125 Multiple LFI Vulnerabilities - Active Check
(OID: 1.3.6.1.4.1.25623.1.0.103210)
Version used: 2023-12-13T05:05:23Z
","","","",""
192.168.100.6,,25,tcp,5.0,Medium,99,"Workaround","Check if Mailserver answer to VRFY and EXPN requests","The Mailserver on this host answers to VRFY and/or EXPN requests.","'VRFY root' produces the following answer: 252 2.0.0 root


",1.3.6.1.4.1.25623.1.0.100072,"",810b337a-14ad-440e-9788-3eea6d9715a6,"please1",2024-08-27T06:38:50Z,67b686f5-52cd-4850-aa51-236aecc07c41,"","Disable VRFY and/or EXPN on your Mailserver.

  For postfix add 'disable_vrfy_command=yes' in 'main.cf'.

  For Sendmail add the option 'O PrivacyOptions=goaway'.

  It is suggested that, if you really want to publish this type of information, you use a mechanism
  that legitimate users actually know about, such as Finger or HTTP.","","VRFY and EXPN ask the server for information about an address. They are
  inherently unusable through firewalls, gateways, mail exchangers for part-time hosts, etc.","
Details:
Check if Mailserver answer to VRFY and EXPN requests
(OID: 1.3.6.1.4.1.25623.1.0.100072)
Version used: 2023-10-31T05:06:37Z
","","","",""
192.168.100.28,,25,tcp,5.0,Medium,99,"Workaround","Check if Mailserver answer to VRFY and EXPN requests","The Mailserver on this host answers to VRFY and/or EXPN requests.","'VRFY root' produces the following answer: 252 2.0.0 root


",1.3.6.1.4.1.25623.1.0.100072,"",810b337a-14ad-440e-9788-3eea6d9715a6,"please1",2024-08-27T06:38:50Z,7bff6cf4-6979-4333-9280-d32826eb59a4,"","Disable VRFY and/or EXPN on your Mailserver.

  For postfix add 'disable_vrfy_command=yes' in 'main.cf'.

  For Sendmail add the option 'O PrivacyOptions=goaway'.

  It is suggested that, if you really want to publish this type of information, you use a mechanism
  that legitimate users actually know about, such as Finger or HTTP.","","VRFY and EXPN ask the server for information about an address. They are
  inherently unusable through firewalls, gateways, mail exchangers for part-time hosts, etc.","
Details:
Check if Mailserver answer to VRFY and EXPN requests
(OID: 1.3.6.1.4.1.25623.1.0.100072)
Version used: 2023-10-31T05:06:37Z
","","","",""
192.168.100.6,,80,tcp,4.8,Medium,80,"Workaround","Cleartext Transmission of Sensitive Information via HTTP","The host / application transmits sensitive information (username, passwords) in
  cleartext via HTTP.","The following input fields were identified (URL:input name):

http://192.168.100.6/dvwa/login.php:password
http://192.168.100.6/phpMyAdmin/:pma_password
http://192.168.100.6/phpMyAdmin/?D=A:pma_password
http://192.168.100.6/tikiwiki/tiki-install.php:pass
http://192.168.100.6/twiki/bin/view/TWiki/TWikiUserAuthentication:oldpassword
",1.3.6.1.4.1.25623.1.0.108440,"",810b337a-14ad-440e-9788-3eea6d9715a6,"please1",2024-08-27T06:38:50Z,02bc2dda-54d0-4540-85d8-ace6434ed0db,"An attacker could use this situation to compromise or eavesdrop on the
  HTTP communication between the client and the server using a man-in-the-middle attack to get access to
  sensitive data like usernames or passwords.","Enforce the transmission of sensitive data via an encrypted SSL/TLS connection.
  Additionally make sure the host / application is redirecting all users to the secured SSL/TLS connection before
  allowing to input sensitive data into the mentioned functions.","Hosts / applications which doesn't enforce the transmission of sensitive data via an
  encrypted SSL/TLS connection.","","Evaluate previous collected information and check if the host / application is not
  enforcing the transmission of sensitive data via an encrypted SSL/TLS connection.

  The script is currently checking the following:

  - HTTP Basic Authentication (Basic Auth)

  - HTTP Forms (e.g. Login) with input field of type 'password'
Details:
Cleartext Transmission of Sensitive Information via HTTP
(OID: 1.3.6.1.4.1.25623.1.0.108440)
Version used: 2023-09-07T05:05:21Z
","","","",""
192.168.100.28,,80,tcp,4.8,Medium,80,"Workaround","Cleartext Transmission of Sensitive Information via HTTP","The host / application transmits sensitive information (username, passwords) in
  cleartext via HTTP.","The following input fields were identified (URL:input name):

http://192.168.100.28/dvwa/login.php:password
http://192.168.100.28/phpMyAdmin/:pma_password
http://192.168.100.28/phpMyAdmin/?D=A:pma_password
http://192.168.100.28/tikiwiki/tiki-install.php:pass
http://192.168.100.28/twiki/bin/view/TWiki/TWikiUserAuthentication:oldpassword
",1.3.6.1.4.1.25623.1.0.108440,"",810b337a-14ad-440e-9788-3eea6d9715a6,"please1",2024-08-27T06:38:50Z,031718b7-f323-4e7c-8094-6c75ff68e845,"An attacker could use this situation to compromise or eavesdrop on the
  HTTP communication between the client and the server using a man-in-the-middle attack to get access to
  sensitive data like usernames or passwords.","Enforce the transmission of sensitive data via an encrypted SSL/TLS connection.
  Additionally make sure the host / application is redirecting all users to the secured SSL/TLS connection before
  allowing to input sensitive data into the mentioned functions.","Hosts / applications which doesn't enforce the transmission of sensitive data via an
  encrypted SSL/TLS connection.","","Evaluate previous collected information and check if the host / application is not
  enforcing the transmission of sensitive data via an encrypted SSL/TLS connection.

  The script is currently checking the following:

  - HTTP Basic Authentication (Basic Auth)

  - HTTP Forms (e.g. Login) with input field of type 'password'
Details:
Cleartext Transmission of Sensitive Information via HTTP
(OID: 1.3.6.1.4.1.25623.1.0.108440)
Version used: 2023-09-07T05:05:21Z
","","","",""
192.168.100.6,,,,0.0,Log,80,"","CPE Inventory","This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.","192.168.100.6|cpe:/a:apache:http_server:2.2.8
192.168.100.6|cpe:/a:beasts:vsftpd:2.3.4
192.168.100.6|cpe:/a:ietf:secure_shell_protocol:2.0
192.168.100.6|cpe:/a:ietf:secure_sockets_layer:2.0
192.168.100.6|cpe:/a:ietf:secure_sockets_layer:3.0
192.168.100.6|cpe:/a:ietf:transport_layer_security:1.0
192.168.100.6|cpe:/a:isc:bind:9.4.2
192.168.100.6|cpe:/a:jquery:jquery:1.3.2
192.168.100.6|cpe:/a:mysql:mysql:5.0.51a
192.168.100.6|cpe:/a:openbsd:openssh:4.7p1
192.168.100.6|cpe:/a:oracle:mysql:5.0.51a
192.168.100.6|cpe:/a:php:php:5.2.4
192.168.100.6|cpe:/a:phpmyadmin:phpmyadmin:3.1.1
192.168.100.6|cpe:/a:portmap:portmap
192.168.100.6|cpe:/a:postfix:postfix
192.168.100.6|cpe:/a:postgresql:postgresql:8.3.1
192.168.100.6|cpe:/a:proftpd:proftpd:1.3.1
192.168.100.6|cpe:/a:samba:samba:3.0.20
192.168.100.6|cpe:/a:twiki:twiki:01.Feb.2003
192.168.100.6|cpe:/a:unrealircd:unrealircd:3.2.8.1
192.168.100.6|cpe:/o:canonical:ubuntu_linux:8.04

",1.3.6.1.4.1.25623.1.0.810002,"",810b337a-14ad-440e-9788-3eea6d9715a6,"please1",2024-08-27T06:38:50Z,db782eb0-d7ef-4733-a0fc-7e2e04903e5f,"","","","","
Details:
CPE Inventory
(OID: 1.3.6.1.4.1.25623.1.0.810002)
Version used: 2022-07-27T10:11:28Z
","","","",""
192.168.100.28,,,,0.0,Log,80,"","CPE Inventory","This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.","192.168.100.28|cpe:/a:apache:http_server:2.2.8
192.168.100.28|cpe:/a:beasts:vsftpd:2.3.4
192.168.100.28|cpe:/a:ietf:secure_shell_protocol:2.0
192.168.100.28|cpe:/a:ietf:secure_sockets_layer:2.0
192.168.100.28|cpe:/a:ietf:secure_sockets_layer:3.0
192.168.100.28|cpe:/a:ietf:transport_layer_security:1.0
192.168.100.28|cpe:/a:isc:bind:9.4.2
192.168.100.28|cpe:/a:jquery:jquery:1.3.2
192.168.100.28|cpe:/a:mysql:mysql:5.0.51a
192.168.100.28|cpe:/a:openbsd:openssh:4.7p1
192.168.100.28|cpe:/a:oracle:mysql:5.0.51a
192.168.100.28|cpe:/a:php:php:5.2.4
192.168.100.28|cpe:/a:phpmyadmin:phpmyadmin:3.1.1
192.168.100.28|cpe:/a:portmap:portmap
192.168.100.28|cpe:/a:postfix:postfix
192.168.100.28|cpe:/a:postgresql:postgresql:8.3.1
192.168.100.28|cpe:/a:proftpd:proftpd:1.3.1
192.168.100.28|cpe:/a:samba:samba:3.0.20
192.168.100.28|cpe:/a:twiki:twiki:01.Feb.2003
192.168.100.28|cpe:/a:unrealircd:unrealircd:3.2.8.1
192.168.100.28|cpe:/o:canonical:ubuntu_linux:8.04

",1.3.6.1.4.1.25623.1.0.810002,"",810b337a-14ad-440e-9788-3eea6d9715a6,"please1",2024-08-27T06:38:50Z,706352c0-ec4e-4c51-aba2-c4fd05bb1673,"","","","","
Details:
CPE Inventory
(OID: 1.3.6.1.4.1.25623.1.0.810002)
Version used: 2022-07-27T10:11:28Z
","","","",""
192.168.100.6,,3306,tcp,0.0,Log,80,"Workaround","Database Open Access Information Disclosure Vulnerability","Various Database server might be prone to an information
  disclosure vulnerability if accessible to remote systems.","Oracle MySQL can be accessed by remote attackers
",1.3.6.1.4.1.25623.1.0.902799,"",810b337a-14ad-440e-9788-3eea6d9715a6,"please1",2024-08-27T06:38:50Z,1002bc7f-5557-48c6-a558-96b5e9e0fd78,"Successful exploitation could allow an attacker to obtain
  sensitive information from the database.","Restrict database access to remote systems. Please see the
  manual of the affected database server for more information.","'- Oracle MySQL

  - MariaDB

  - IBM DB2

  - PostgreSQL

  - IBM solidDB

  - Oracle Database

  - Microsoft SQL Server","The remote database server is not restricting direct access from
  remote systems.","Checks the result of various database server detections and
  evaluates their results.
Details:
Database Open Access Information Disclosure Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.902799)
Version used: 2024-07-19T15:39:06Z
","","","",""
192.168.100.28,,3306,tcp,0.0,Log,80,"Workaround","Database Open Access Information Disclosure Vulnerability","Various Database server might be prone to an information
  disclosure vulnerability if accessible to remote systems.","Oracle MySQL can be accessed by remote attackers
",1.3.6.1.4.1.25623.1.0.902799,"",810b337a-14ad-440e-9788-3eea6d9715a6,"please1",2024-08-27T06:38:50Z,fd483c4f-ad5b-47f6-b764-26f84ce2e4cb,"Successful exploitation could allow an attacker to obtain
  sensitive information from the database.","Restrict database access to remote systems. Please see the
  manual of the affected database server for more information.","'- Oracle MySQL

  - MariaDB

  - IBM DB2

  - PostgreSQL

  - IBM solidDB

  - Oracle Database

  - Microsoft SQL Server","The remote database server is not restricting direct access from
  remote systems.","Checks the result of various database server detections and
  evaluates their results.
Details:
Database Open Access Information Disclosure Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.902799)
Version used: 2024-07-19T15:39:06Z
","","","",""
192.168.100.28,,3632,tcp,0.0,Log,95,"","DistCC Detection","Tries to detect if the remote host is running a DistCC service.","A DistCC service is running at this port.
",1.3.6.1.4.1.25623.1.0.12638,"",810b337a-14ad-440e-9788-3eea6d9715a6,"please1",2024-08-27T06:38:50Z,18820d1a-8127-44e1-9ff9-54a68b112e53,"","","","","
Details:
DistCC Detection
(OID: 1.3.6.1.4.1.25623.1.0.12638)
Version used: 2023-08-01T13:29:10Z
","","","",""
192.168.100.6,,3632,tcp,0.0,Log,95,"","DistCC Detection","Tries to detect if the remote host is running a DistCC service.","A DistCC service is running at this port.
",1.3.6.1.4.1.25623.1.0.12638,"",810b337a-14ad-440e-9788-3eea6d9715a6,"please1",2024-08-27T06:38:50Z,1a192a22-e13c-4ba5-9da7-320ed971c9f8,"","","","","
Details:
DistCC Detection
(OID: 1.3.6.1.4.1.25623.1.0.12638)
Version used: 2023-08-01T13:29:10Z
","","","",""
192.168.100.28,,3632,tcp,9.3,High,99,"VendorFix","DistCC RCE Vulnerability (CVE-2004-2687)","DistCC is prone to a remote code execution (RCE)
  vulnerability.","It was possible to execute the ""id"" command.

Result: uid=1(daemon) gid=1(daemon)
",1.3.6.1.4.1.25623.1.0.103553,"CVE-2004-2687",810b337a-14ad-440e-9788-3eea6d9715a6,"please1",2024-08-27T06:38:50Z,32cbb1bc-7c2d-40a5-9f00-04101ebe9854,"DistCC by default trusts its clients completely that in turn
  could allow a malicious client to execute arbitrary commands on the server.","Vendor updates are available. Please see the references for
  more information.

  For more information about DistCC's security see the references.","","DistCC 2.x, as used in XCode 1.5 and others, when not configured
  to restrict access to the server port, allows remote attackers to execute arbitrary commands via
  compilation jobs, which are executed by the server without authorization checks.","
Details:
DistCC RCE Vulnerability (CVE-2004-2687)
(OID: 1.3.6.1.4.1.25623.1.0.103553)
Version used: 2022-07-07T10:16:06Z
","","","DFN-CERT-2019-0381",""
192.168.100.6,,3632,tcp,9.3,High,99,"VendorFix","DistCC RCE Vulnerability (CVE-2004-2687)","DistCC is prone to a remote code execution (RCE)
  vulnerability.","It was possible to execute the ""id"" command.

Result: uid=1(daemon) gid=1(daemon)
",1.3.6.1.4.1.25623.1.0.103553,"CVE-2004-2687",810b337a-14ad-440e-9788-3eea6d9715a6,"please1",2024-08-27T06:38:50Z,12de8051-2fd6-4d3f-9f33-117976550403,"DistCC by default trusts its clients completely that in turn
  could allow a malicious client to execute arbitrary commands on the server.","Vendor updates are available. Please see the references for
  more information.

  For more information about DistCC's security see the references.","","DistCC 2.x, as used in XCode 1.5 and others, when not configured
  to restrict access to the server port, allows remote attackers to execute arbitrary commands via
  compilation jobs, which are executed by the server without authorization checks.","
Details:
DistCC RCE Vulnerability (CVE-2004-2687)
(OID: 1.3.6.1.4.1.25623.1.0.103553)
Version used: 2022-07-07T10:16:06Z
","","","DFN-CERT-2019-0381",""
